Time_Index,TRE_batteries_1,TRE_biomass_1,TRE_conventional_hydroelectric_1,TRE_conventional_steam_coal_1,TRE_conventional_steam_coal_2,TRE_natural_gas_fired_combined_cycle_1,TRE_natural_gas_fired_combined_cycle_2,TRE_natural_gas_fired_combustion_turbine_1,TRE_natural_gas_fired_combustion_turbine_2,TRE_natural_gas_internal_combustion_engine_1,TRE_natural_gas_steam_turbine_1,TRE_nuclear_1,TRE_onshore_wind_turbine_1,TRE_petroleum_liquids_1,TRE_small_hydroelectric_1,TRE_solar_photovoltaic_1,TREW_batteries_1,TREW_natural_gas_fired_combined_cycle_1,TREW_natural_gas_fired_combined_cycle_2,TREW_natural_gas_fired_combustion_turbine_1,TREW_natural_gas_fired_combustion_turbine_2,TREW_natural_gas_internal_combustion_engine_1,TREW_onshore_wind_turbine_1,TREW_petroleum_liquids_1,TREW_solar_photovoltaic_1,TRE_naturalgas_hframe_cc_moderate_0,TRE_naturalgas_fframe_ct_moderate_0,TRE_battery_moderate_0,TRE_nuclear_nuclear_moderate_0,TRE_utilitypv_class1_moderate_1,TRE_utilitypv_class1_moderate_2,TRE_landbasedwind_class3_moderate_1,TRE_landbasedwind_class3_moderate_2,TRE_landbasedwind_class3_moderate_3,TREW_naturalgas_hframe_cc_moderate_0,TREW_naturalgas_fframe_ct_moderate_0,TREW_battery_moderate_0,TREW_nuclear_nuclear_moderate_0,TREW_utilitypv_class1_moderate_1,TREW_utilitypv_class1_moderate_2,TREW_utilitypv_class1_moderate_3,TREW_landbasedwind_class3_moderate_1,TREW_landbasedwind_class3_moderate_2,TREW_landbasedwind_class3_moderate_3
109,1,1,0.000,1,1,1,1,1,1,1,1,1,0.427,1,1,0.625,1,1,1,1,1,1,0.664,1,0.664,1,1,1,1,0.587,0.572,0.920,0.817,0.684,1,1,1,1,0.562,0.630,0.646,0.898,0.826,0.620
110,1,1,0.000,1,1,1,1,1,1,1,1,1,0.439,1,1,0.583,1,1,1,1,1,1,0.669,1,0.763,1,1,1,1,0.631,0.578,0.947,0.871,0.593,1,1,1,1,0.808,0.773,0.769,0.867,0.816,0.649
111,1,1,0.000,1,1,1,1,1,1,1,1,1,0.322,1,1,0.649,1,1,1,1,1,1,0.576,1,0.822,1,1,1,1,0.590,0.577,0.885,0.833,0.582,1,1,1,1,0.780,0.741,0.751,0.782,0.772,0.627
112,1,1,0.000,1,1,1,1,1,1,1,1,1,0.472,1,1,0.577,1,1,1,1,1,1,0.555,1,0.783,1,1,1,1,0.568,0.571,0.925,0.878,0.576,1,1,1,1,0.759,0.752,0.724,0.768,0.726,0.560
113,1,1,0.000,1,1,1,1,1,1,1,1,1,0.570,1,1,0.571,1,1,1,1,1,1,0.544,1,0.652,1,1,1,1,0.541,0.517,0.929,0.910,0.693,1,1,1,1,0.672,0.652,0.658,0.764,0.733,0.554
114,1,1,0.000,1,1,1,1,1,1,1,1,1,0.683,1,1,0.465,1,1,1,1,1,1,0.602,1,0.583,1,1,1,1,0.430,0.432,0.958,0.918,0.830,1,1,1,1,0.537,0.538,0.535,0.785,0.717,0.552
115,1,1,0.000,1,1,1,1,1,1,1,1,1,0.651,1,1,0.242,1,1,1,1,1,1,0.636,1,0.367,1,1,1,1,0.240,0.243,0.949,0.908,0.758,1,1,1,1,0.263,0.308,0.337,0.810,0.771,0.625
116,1,1,0.000,1,1,1,1,1,1,1,1,1,0.502,1,1,0.000,1,1,1,1,1,1,0.581,1,0.040,1,1,1,1,0.000,0.000,0.918,0.835,0.674,1,1,1,1,0.032,0.024,0.040,0.853,0.719,0.640
117,1,1,0.000,1,1,1,1,1,1,1,1,1,0.504,1,1,0.000,1,1,1,1,1,1,0.517,1,0.000,1,1,1,1,0.000,0.000,0.901,0.800,0.752,1,1,1,1,0.000,0.000,0.000,0.795,0.653,0.627
118,1,1,0.000,1,1,1,1,1,1,1,1,1,0.534,1,1,0.000,1,1,1,1,1,1,0.464,1,0.000,1,1,1,1,0.000,0.000,0.878,0.753,0.724,1,1,1,1,0.000,0.000,0.000,0.735,0.574,0.534
119,1,1,0.000,1,1,1,1,1,1,1,1,1,0.546,1,1,0.000,1,1,1,1,1,1,0.464,1,0.000,1,1,1,1,0.000,0.000,0.840,0.728,0.710,1,1,1,1,0.000,0.000,0.000,0.721,0.491,0.495
120,1,1,0.000,1,1,1,1,1,1,1,1,1,0.539,1,1,0.000,1,1,1,1,1,1,0.509,1,0.000,1,1,1,1,0.000,0.000,0.881,0.770,0.760,1,1,1,1,0.000,0.000,0.000,0.678,0.492,0.502
121,1,1,0.000,1,1,1,1,1,1,1,1,1,0.553,1,1,0.000,1,1,1,1,1,1,0.509,1,0.000,1,1,1,1,0.000,0.000,0.921,0.848,0.813,1,1,1,1,0.000,0.000,0.000,0.652,0.496,0.487
122,1,1,0.000,1,1,1,1,1,1,1,1,1,0.569,1,1,0.000,1,1,1,1,1,1,0.488,1,0.000,1,1,1,1,0.000,0.000,0.877,0.825,0.705,1,1,1,1,0.000,0.000,0.000,0.660,0.487,0.471
123,1,1,0.000,1,1,1,1,1,1,1,1,1,0.593,1,1,0.000,1,1,1,1,1,1,0.518,1,0.000,1,1,1,1,0.000,0.000,0.898,0.791,0.621,1,1,1,1,0.000,0.000,0.000,0.673,0.466,0.478
124,1,1,0.000,1,1,1,1,1,1,1,1,1,0.708,1,1,0.000,1,1,1,1,1,1,0.567,1,0.000,1,1,1,1,0.000,0.000,0.909,0.775,0.599,1,1,1,1,0.000,0.000,0.000,0.701,0.454,0.483
125,1,1,0.000,1,1,1,1,1,1,1,1,1,0.659,1,1,0.000,1,1,1,1,1,1,0.616,1,0.000,1,1,1,1,0.000,0.000,0.918,0.781,0.584,1,1,1,1,0.000,0.000,0.000,0.754,0.516,0.511
126,1,1,0.000,1,1,1,1,1,1,1,1,1,0.695,1,1,0.000,1,1,1,1,1,1,0.595,1,0.000,1,1,1,1,0.000,0.000,0.917,0.811,0.627,1,1,1,1,0.000,0.000,0.000,0.732,0.480,0.464
127,1,1,0.000,1,1,1,1,1,1,1,1,1,0.698,1,1,0.000,1,1,1,1,1,1,0.573,1,0.000,1,1,1,1,0.000,0.000,0.936,0.840,0.643,1,1,1,1,0.000,0.000,0.000,0.692,0.445,0.451
128,1,1,0.000,1,1,1,1,1,1,1,1,1,0.620,1,1,0.000,1,1,1,1,1,1,0.438,1,0.000,1,1,1,1,0.000,0.000,0.881,0.791,0.673,1,1,1,1,0.000,0.000,0.000,0.547,0.364,0.404
129,1,1,0.000,1,1,1,1,1,1,1,1,1,0.692,1,1,0.000,1,1,1,1,1,1,0.438,1,0.000,1,1,1,1,0.000,0.000,0.851,0.806,0.759,1,1,1,1,0.000,0.000,0.000,0.587,0.391,0.408
130,1,1,0.000,1,1,1,1,1,1,1,1,1,0.674,1,1,0.042,1,1,1,1,1,1,0.490,1,0.081,1,1,1,1,0.056,0.043,0.828,0.766,0.683,1,1,1,1,0.092,0.123,0.120,0.598,0.360,0.384
131,1,1,0.000,1,1,1,1,1,1,1,1,1,0.663,1,1,0.252,1,1,1,1,1,1,0.486,1,0.453,1,1,1,1,0.264,0.240,0.832,0.778,0.626,1,1,1,1,0.446,0.459,0.458,0.577,0.340,0.368
132,1,1,0.000,1,1,1,1,1,1,1,1,1,0.674,1,1,0.394,1,1,1,1,1,1,0.459,1,0.643,1,1,1,1,0.379,0.360,0.857,0.789,0.619,1,1,1,1,0.664,0.653,0.650,0.561,0.313,0.342
133,1,1,0.000,1,1,1,1,1,1,1,1,1,0.593,1,1,0.492,1,1,1,1,1,1,0.402,1,0.752,1,1,1,1,0.464,0.453,0.775,0.697,0.540,1,1,1,1,0.796,0.767,0.771,0.477,0.255,0.343
134,1,1,0.000,1,1,1,1,1,1,1,1,1,0.557,1,1,0.508,1,1,1,1,1,1,0.335,1,0.795,1,1,1,1,0.520,0.515,0.678,0.660,0.449,1,1,1,1,0.784,0.773,0.771,0.385,0.221,0.338
135,1,1,0.000,1,1,1,1,1,1,1,1,1,0.527,1,1,0.503,1,1,1,1,1,1,0.243,1,0.829,1,1,1,1,0.532,0.510,0.576,0.595,0.394,1,1,1,1,0.689,0.751,0.757,0.256,0.169,0.243
136,1,1,0.000,1,1,1,1,1,1,1,1,1,0.469,1,1,0.525,1,1,1,1,1,1,0.189,1,0.804,1,1,1,1,0.583,0.547,0.545,0.570,0.430,1,1,1,1,0.664,0.713,0.689,0.227,0.149,0.225
137,1,1,0.000,1,1,1,1,1,1,1,1,1,0.386,1,1,0.517,1,1,1,1,1,1,0.178,1,0.791,1,1,1,1,0.574,0.530,0.519,0.507,0.425,1,1,1,1,0.647,0.696,0.695,0.201,0.148,0.239
138,1,1,0.000,1,1,1,1,1,1,1,1,1,0.372,1,1,0.439,1,1,1,1,1,1,0.134,1,0.669,1,1,1,1,0.482,0.445,0.450,0.508,0.471,1,1,1,1,0.581,0.626,0.630,0.146,0.144,0.278
139,1,1,0.000,1,1,1,1,1,1,1,1,1,0.363,1,1,0.272,1,1,1,1,1,1,0.148,1,0.488,1,1,1,1,0.305,0.273,0.415,0.469,0.460,1,1,1,1,0.423,0.428,0.440,0.161,0.149,0.319
140,1,1,0.000,1,1,1,1,1,1,1,1,1,0.367,1,1,0.001,1,1,1,1,1,1,0.148,1,0.143,1,1,1,1,0.000,0.000,0.477,0.527,0.447,1,1,1,1,0.171,0.154,0.157,0.181,0.155,0.319
141,1,1,0.000,1,1,1,1,1,1,1,1,1,0.276,1,1,0.000,1,1,1,1,1,1,0.113,1,0.000,1,1,1,1,0.000,0.000,0.298,0.351,0.367,1,1,1,1,0.000,0.000,0.000,0.145,0.185,0.350
142,1,1,0.000,1,1,1,1,1,1,1,1,1,0.266,1,1,0.000,1,1,1,1,1,1,0.076,1,0.000,1,1,1,1,0.000,0.000,0.305,0.294,0.368,1,1,1,1,0.000,0.000,0.000,0.118,0.176,0.330
143,1,1,0.000,1,1,1,1,1,1,1,1,1,0.220,1,1,0.000,1,1,1,1,1,1,0.083,1,0.000,1,1,1,1,0.000,0.000,0.269,0.258,0.306,1,1,1,1,0.000,0.000,0.000,0.109,0.160,0.260
144,1,1,0.000,1,1,1,1,1,1,1,1,1,0.214,1,1,0.000,1,1,1,1,1,1,0.129,1,0.000,1,1,1,1,0.000,0.000,0.298,0.277,0.270,1,1,1,1,0.000,0.000,0.000,0.169,0.185,0.202
145,1,1,0.047,1,1,1,1,1,1,1,1,1,0.156,1,1,0.000,1,1,1,1,1,1,0.231,1,0.000,1,1,1,1,0.000,0.000,0.587,0.522,0.499,1,1,1,1,0.000,0.000,0.000,0.363,0.383,0.299
146,1,1,0.047,1,1,1,1,1,1,1,1,1,0.149,1,1,0.000,1,1,1,1,1,1,0.203,1,0.000,1,1,1,1,0.000,0.000,0.497,0.459,0.460,1,1,1,1,0.000,0.000,0.000,0.386,0.369,0.275
147,1,1,0.047,1,1,1,1,1,1,1,1,1,0.135,1,1,0.000,1,1,1,1,1,1,0.195,1,0.000,1,1,1,1,0.000,0.000,0.440,0.410,0.452,1,1,1,1,0.000,0.000,0.000,0.385,0.346,0.254
148,1,1,0.047,1,1,1,1,1,1,1,1,1,0.126,1,1,0.000,1,1,1,1,1,1,0.249,1,0.000,1,1,1,1,0.000,0.000,0.395,0.345,0.299,1,1,1,1,0.000,0.000,0.000,0.469,0.381,0.226
149,1,1,0.047,1,1,1,1,1,1,1,1,1,0.128,1,1,0.000,1,1,1,1,1,1,0.263,1,0.000,1,1,1,1,0.000,0.000,0.324,0.304,0.232,1,1,1,1,0.000,0.000,0.000,0.455,0.375,0.186
150,1,1,0.047,1,1,1,1,1,1,1,1,1,0.131,1,1,0.000,1,1,1,1,1,1,0.234,1,0.000,1,1,1,1,0.000,0.000,0.343,0.262,0.199,1,1,1,1,0.000,0.000,0.000,0.408,0.373,0.203
151,1,1,0.047,1,1,1,1,1,1,1,1,1,0.103,1,1,0.000,1,1,1,1,1,1,0.277,1,0.000,1,1,1,1,0.000,0.000,0.289,0.211,0.179,1,1,1,1,0.000,0.000,0.000,0.440,0.368,0.232
152,1,1,0.047,1,1,1,1,1,1,1,1,1,0.070,1,1,0.004,1,1,1,1,1,1,0.280,1,0.000,1,1,1,1,0.003,0.003,0.196,0.161,0.161,1,1,1,1,0.000,0.000,0.000,0.409,0.295,0.213
153,1,1,0.047,1,1,1,1,1,1,1,1,1,0.048,1,1,0.249,1,1,1,1,1,1,0.201,1,0.268,1,1,1,1,0.342,0.345,0.121,0.107,0.107,1,1,1,1,0.247,0.249,0.247,0.319,0.244,0.156
154,1,1,0.048,1,1,1,1,1,1,1,1,1,0.047,1,1,0.463,1,1,1,1,1,1,0.162,1,0.521,1,1,1,1,0.555,0.553,0.129,0.095,0.105,1,1,1,1,0.504,0.504,0.502,0.239,0.171,0.090
155,1,1,0.048,1,1,1,1,1,1,1,1,1,0.049,1,1,0.611,1,1,1,1,1,1,0.131,1,0.669,1,1,1,1,0.675,0.674,0.135,0.102,0.096,1,1,1,1,0.656,0.655,0.654,0.232,0.168,0.062
156,1,1,0.048,1,1,1,1,1,1,1,1,1,0.045,1,1,0.700,1,1,1,1,1,1,0.095,1,0.747,1,1,1,1,0.720,0.724,0.095,0.089,0.062,1,1,1,1,0.728,0.729,0.726,0.185,0.169,0.054
157,1,1,0.048,1,1,1,1,1,1,1,1,1,0.030,1,1,0.742,1,1,1,1,1,1,0.075,1,0.783,1,1,1,1,0.733,0.735,0.084,0.070,0.035,1,1,1,1,0.758,0.758,0.755,0.155,0.150,0.072
158,1,1,0.048,1,1,1,1,1,1,1,1,1,0.068,1,1,0.747,1,1,1,1,1,1,0.085,1,0.794,1,1,1,1,0.737,0.740,0.067,0.057,0.046,1,1,1,1,0.775,0.774,0.771,0.173,0.166,0.067
159,1,1,0.048,1,1,1,1,1,1,1,1,1,0.138,1,1,0.752,1,1,1,1,1,1,0.133,1,0.802,1,1,1,1,0.737,0.742,0.097,0.093,0.076,1,1,1,1,0.790,0.785,0.781,0.239,0.261,0.157
160,1,1,0.048,1,1,1,1,1,1,1,1,1,0.122,1,1,0.746,1,1,1,1,1,1,0.148,1,0.796,1,1,1,1,0.734,0.736,0.163,0.156,0.174,1,1,1,1,0.792,0.786,0.783,0.273,0.353,0.235
161,1,1,0.048,1,1,1,1,1,1,1,1,1,0.153,1,1,0.704,1,1,1,1,1,1,0.156,1,0.803,1,1,1,1,0.721,0.725,0.151,0.181,0.140,1,1,1,1,0.793,0.784,0.777,0.278,0.333,0.216
162,1,1,0.048,1,1,1,1,1,1,1,1,1,0.208,1,1,0.631,1,1,1,1,1,1,0.114,1,0.768,1,1,1,1,0.688,0.694,0.194,0.255,0.223,1,1,1,1,0.766,0.764,0.759,0.240,0.329,0.291
163,1,1,0.048,1,1,1,1,1,1,1,1,1,0.212,1,1,0.496,1,1,1,1,1,1,0.155,1,0.685,1,1,1,1,0.590,0.593,0.239,0.328,0.209,1,1,1,1,0.694,0.693,0.694,0.350,0.466,0.411
164,1,1,0.048,1,1,1,1,1,1,1,1,1,0.190,1,1,0.288,1,1,1,1,1,1,0.153,1,0.498,1,1,1,1,0.391,0.395,0.213,0.313,0.227,1,1,1,1,0.516,0.514,0.518,0.333,0.463,0.442
165,1,1,0.048,1,1,1,1,1,1,1,1,1,0.178,1,1,0.056,1,1,1,1,1,1,0.163,1,0.224,1,1,1,1,0.091,0.091,0.292,0.402,0.249,1,1,1,1,0.250,0.247,0.252,0.413,0.585,0.559
166,1,1,0.049,1,1,1,1,1,1,1,1,1,0.223,1,1,0.000,1,1,1,1,1,1,0.211,1,0.000,1,1,1,1,0.000,0.000,0.403,0.511,0.395,1,1,1,1,0.000,0.000,0.000,0.461,0.573,0.500
167,1,1,0.049,1,1,1,1,1,1,1,1,1,0.200,1,1,0.000,1,1,1,1,1,1,0.241,1,0.000,1,1,1,1,0.000,0.000,0.534,0.556,0.570,1,1,1,1,0.000,0.000,0.000,0.543,0.608,0.496
168,1,1,0.049,1,1,1,1,1,1,1,1,1,0.193,1,1,0.000,1,1,1,1,1,1,0.250,1,0.000,1,1,1,1,0.000,0.000,0.647,0.581,0.570,1,1,1,1,0.000,0.000,0.000,0.554,0.593,0.461
169,1,1,0.049,1,1,1,1,1,1,1,1,1,0.251,1,1,0.000,1,1,1,1,1,1,0.438,1,0.000,1,1,1,1,0.000,0.000,0.738,0.566,0.493,1,1,1,1,0.000,0.000,0.000,0.768,0.703,0.501
170,1,1,0.049,1,1,1,1,1,1,1,1,1,0.248,1,1,0.000,1,1,1,1,1,1,0.535,1,0.000,1,1,1,1,0.000,0.000,0.703,0.449,0.351,1,1,1,1,0.000,0.000,0.000,0.897,0.766,0.517
171,1,1,0.049,1,1,1,1,1,1,1,1,1,0.219,1,1,0.000,1,1,1,1,1,1,0.574,1,0.000,1,1,1,1,0.000,0.000,0.678,0.419,0.309,1,1,1,1,0.000,0.000,0.000,0.918,0.778,0.512
172,1,1,0.049,1,1,1,1,1,1,1,1,1,0.176,1,1,0.000,1,1,1,1,1,1,0.517,1,0.000,1,1,1,1,0.000,0.000,0.607,0.301,0.219,1,1,1,1,0.000,0.000,0.000,0.885,0.754,0.458
173,1,1,0.049,1,1,1,1,1,1,1,1,1,0.148,1,1,0.000,1,1,1,1,1,1,0.517,1,0.000,1,1,1,1,0.000,0.000,0.507,0.242,0.131,1,1,1,1,0.000,0.000,0.000,0.843,0.659,0.324
174,1,1,0.049,1,1,1,1,1,1,1,1,1,0.152,1,1,0.000,1,1,1,1,1,1,0.523,1,0.000,1,1,1,1,0.000,0.000,0.441,0.235,0.120,1,1,1,1,0.000,0.000,0.000,0.751,0.586,0.283
175,1,1,0.049,1,1,1,1,1,1,1,1,1,0.130,1,1,0.000,1,1,1,1,1,1,0.472,1,0.000,1,1,1,1,0.000,0.000,0.384,0.215,0.145,1,1,1,1,0.000,0.000,0.000,0.691,0.558,0.265
176,1,1,0.049,1,1,1,1,1,1,1,1,1,0.179,1,1,0.008,1,1,1,1,1,1,0.421,1,0.000,1,1,1,1,0.006,0.009,0.424,0.220,0.117,1,1,1,1,0.000,0.000,0.000,0.536,0.452,0.202
177,1,1,0.049,1,1,1,1,1,1,1,1,1,0.115,1,1,0.252,1,1,1,1,1,1,0.338,1,0.331,1,1,1,1,0.377,0.368,0.265,0.162,0.086,1,1,1,1,0.316,0.318,0.314,0.497,0.472,0.213
178,1,1,0.050,1,1,1,1,1,1,1,1,1,0.074,1,1,0.472,1,1,1,1,1,1,0.233,1,0.576,1,1,1,1,0.587,0.579,0.117,0.068,0.033,1,1,1,1,0.561,0.562,0.558,0.335,0.337,0.136
179,1,1,0.050,1,1,1,1,1,1,1,1,1,0.078,1,1,0.626,1,1,1,1,1,1,0.234,1,0.733,1,1,1,1,0.708,0.700,0.082,0.069,0.027,1,1,1,1,0.712,0.713,0.711,0.348,0.356,0.163
180,1,1,0.050,1,1,1,1,1,1,1,1,1,0.035,1,1,0.705,1,1,1,1,1,1,0.144,1,0.789,1,1,1,1,0.738,0.731,0.026,0.025,0.014,1,1,1,1,0.771,0.769,0.766,0.242,0.252,0.120
181,1,1,0.050,1,1,1,1,1,1,1,1,1,0.022,1,1,0.753,1,1,1,1,1,1,0.083,1,0.814,1,1,1,1,0.746,0.742,0.020,0.019,0.011,1,1,1,1,0.790,0.787,0.784,0.156,0.187,0.080
182,1,1,0.050,1,1,1,1,1,1,1,1,1,0.092,1,1,0.770,1,1,1,1,1,1,0.075,1,0.839,1,1,1,1,0.767,0.765,0.050,0.045,0.024,1,1,1,1,0.805,0.806,0.804,0.158,0.179,0.094
183,1,1,0.050,1,1,1,1,1,1,1,1,1,0.244,1,1,0.759,1,1,1,1,1,1,0.113,1,0.831,1,1,1,1,0.757,0.754,0.075,0.090,0.034,1,1,1,1,0.801,0.801,0.799,0.209,0.244,0.197
184,1,1,0.050,1,1,1,1,1,1,1,1,1,0.169,1,1,0.748,1,1,1,1,1,1,0.124,1,0.823,1,1,1,1,0.743,0.741,0.097,0.146,0.055,1,1,1,1,0.799,0.795,0.793,0.214,0.273,0.285
185,1,1,0.050,1,1,1,1,1,1,1,1,1,0.103,1,1,0.700,1,1,1,1,1,1,0.098,1,0.799,1,1,1,1,0.726,0.719,0.090,0.176,0.089,1,1,1,1,0.773,0.766,0.766,0.151,0.283,0.358
186,1,1,0.050,1,1,1,1,1,1,1,1,1,0.168,1,1,0.623,1,1,1,1,1,1,0.093,1,0.762,1,1,1,1,0.692,0.687,0.121,0.229,0.156,1,1,1,1,0.739,0.723,0.720,0.139,0.281,0.402
187,1,1,0.050,1,1,1,1,1,1,1,1,1,0.279,1,1,0.477,1,1,1,1,1,1,0.115,1,0.685,1,1,1,1,0.574,0.569,0.167,0.310,0.179,1,1,1,1,0.684,0.670,0.662,0.171,0.312,0.380
188,1,1,0.050,1,1,1,1,1,1,1,1,1,0.273,1,1,0.264,1,1,1,1,1,1,0.115,1,0.519,1,1,1,1,0.380,0.376,0.227,0.340,0.212,1,1,1,1,0.522,0.518,0.517,0.199,0.347,0.419
189,1,1,0.050,1,1,1,1,1,1,1,1,1,0.275,1,1,0.033,1,1,1,1,1,1,0.154,1,0.253,1,1,1,1,0.076,0.066,0.367,0.429,0.309,1,1,1,1,0.271,0.269,0.273,0.291,0.446,0.450
190,1,1,0.051,1,1,1,1,1,1,1,1,1,0.241,1,1,0.000,1,1,1,1,1,1,0.222,1,0.000,1,1,1,1,0.000,0.000,0.535,0.505,0.415,1,1,1,1,0.000,0.000,0.000,0.356,0.465,0.499
191,1,1,0.051,1,1,1,1,1,1,1,1,1,0.258,1,1,0.000,1,1,1,1,1,1,0.236,1,0.000,1,1,1,1,0.000,0.000,0.665,0.541,0.565,1,1,1,1,0.000,0.000,0.000,0.463,0.559,0.554
192,1,1,0.051,1,1,1,1,1,1,1,1,1,0.186,1,1,0.000,1,1,1,1,1,1,0.069,1,0.000,1,1,1,1,0.000,0.000,0.257,0.360,0.264,1,1,1,1,0.000,0.000,0.000,0.110,0.203,0.149
193,1,1,0.107,1,1,1,1,1,1,1,1,1,0.491,1,1,0.000,1,1,1,1,1,1,0.540,1,0.000,1,1,1,1,0.000,0.000,0.866,0.890,0.734,1,1,1,1,0.000,0.000,0.000,0.787,0.823,0.643
194,1,1,0.107,1,1,1,1,1,1,1,1,1,0.390,1,1,0.000,1,1,1,1,1,1,0.487,1,0.000,1,1,1,1,0.000,0.000,0.823,0.841,0.676,1,1,1,1,0.000,0.000,0.000,0.765,0.788,0.574
195,1,1,0.107,1,1,1,1,1,1,1,1,1,0.360,1,1,0.000,1,1,1,1,1,1,0.530,1,0.000,1,1,1,1,0.000,0.000,0.843,0.798,0.649,1,1,1,1,0.000,0.000,0.000,0.826,0.779,0.565
196,1,1,0.107,1,1,1,1,1,1,1,1,1,0.411,1,1,0.000,1,1,1,1,1,1,0.515,1,0.000,1,1,1,1,0.000,0.000,0.863,0.762,0.632,1,1,1,1,0.000,0.000,0.000,0.819,0.741,0.559
197,1,1,0.107,1,1,1,1,1,1,1,1,1,0.315,1,1,0.000,1,1,1,1,1,1,0.569,1,0.000,1,1,1,1,0.000,0.000,0.800,0.665,0.514,1,1,1,1,0.000,0.000,0.000,0.821,0.693,0.523
198,1,1,0.107,1,1,1,1,1,1,1,1,1,0.258,1,1,0.000,1,1,1,1,1,1,0.534,1,0.000,1,1,1,1,0.000,0.000,0.748,0.588,0.432,1,1,1,1,0.000,0.000,0.000,0.770,0.627,0.475
199,1,1,0.107,1,1,1,1,1,1,1,1,1,0.322,1,1,0.000,1,1,1,1,1,1,0.562,1,0.000,1,1,1,1,0.000,0.000,0.821,0.638,0.425,1,1,1,1,0.000,0.000,0.000,0.826,0.650,0.394
200,1,1,0.107,1,1,1,1,1,1,1,1,1,0.296,1,1,0.021,1,1,1,1,1,1,0.536,1,0.037,1,1,1,1,0.050,0.037,0.753,0.537,0.264,1,1,1,1,0.002,0.003,0.000,0.784,0.568,0.326
201,1,1,0.107,1,1,1,1,1,1,1,1,1,0.312,1,1,0.172,1,1,1,1,1,1,0.531,1,0.337,1,1,1,1,0.268,0.255,0.626,0.481,0.209,1,1,1,1,0.344,0.336,0.332,0.755,0.568,0.331
202,1,1,0.107,1,1,1,1,1,1,1,1,1,0.392,1,1,0.360,1,1,1,1,1,1,0.545,1,0.571,1,1,1,1,0.471,0.434,0.775,0.645,0.372,1,1,1,1,0.598,0.598,0.593,0.785,0.512,0.265
203,1,1,0.107,1,1,1,1,1,1,1,1,1,0.428,1,1,0.534,1,1,1,1,1,1,0.438,1,0.726,1,1,1,1,0.610,0.575,0.702,0.615,0.307,1,1,1,1,0.724,0.719,0.723,0.557,0.414,0.224
204,1,1,0.107,1,1,1,1,1,1,1,1,1,0.394,1,1,0.614,1,1,1,1,1,1,0.347,1,0.785,1,1,1,1,0.659,0.618,0.667,0.527,0.232,1,1,1,1,0.763,0.766,0.767,0.428,0.385,0.249
205,1,1,0.107,1,1,1,1,1,1,1,1,1,0.432,1,1,0.664,1,1,1,1,1,1,0.457,1,0.817,1,1,1,1,0.707,0.675,0.667,0.521,0.274,1,1,1,1,0.792,0.788,0.784,0.458,0.322,0.181
206,1,1,0.107,1,1,1,1,1,1,1,1,1,0.469,1,1,0.681,1,1,1,1,1,1,0.470,1,0.823,1,1,1,1,0.714,0.689,0.592,0.470,0.288,1,1,1,1,0.798,0.794,0.788,0.412,0.266,0.138
207,1,1,0.107,1,1,1,1,1,1,1,1,1,0.514,1,1,0.679,1,1,1,1,1,1,0.403,1,0.826,1,1,1,1,0.717,0.692,0.629,0.529,0.323,1,1,1,1,0.792,0.787,0.777,0.344,0.270,0.165
208,1,1,0.107,1,1,1,1,1,1,1,1,1,0.555,1,1,0.677,1,1,1,1,1,1,0.405,1,0.816,1,1,1,1,0.701,0.676,0.670,0.554,0.330,1,1,1,1,0.773,0.761,0.763,0.348,0.286,0.189
209,1,1,0.107,1,1,1,1,1,1,1,1,1,0.581,1,1,0.617,1,1,1,1,1,1,0.491,1,0.767,1,1,1,1,0.681,0.659,0.737,0.621,0.365,1,1,1,1,0.770,0.759,0.757,0.450,0.405,0.333
210,1,1,0.107,1,1,1,1,1,1,1,1,1,0.589,1,1,0.582,1,1,1,1,1,1,0.531,1,0.612,1,1,1,1,0.650,0.617,0.782,0.730,0.492,1,1,1,1,0.720,0.717,0.673,0.564,0.491,0.369
211,1,1,0.107,1,1,1,1,1,1,1,1,1,0.572,1,1,0.454,1,1,1,1,1,1,0.574,1,0.438,1,1,1,1,0.563,0.541,0.843,0.776,0.496,1,1,1,1,0.540,0.544,0.521,0.674,0.569,0.406
212,1,1,0.107,1,1,1,1,1,1,1,1,1,0.600,1,1,0.266,1,1,1,1,1,1,0.621,1,0.241,1,1,1,1,0.375,0.367,0.870,0.828,0.540,1,1,1,1,0.177,0.287,0.307,0.751,0.597,0.429
213,1,1,0.107,1,1,1,1,1,1,1,1,1,0.615,1,1,0.069,1,1,1,1,1,1,0.710,1,0.089,1,1,1,1,0.099,0.097,0.825,0.857,0.633,1,1,1,1,0.012,0.030,0.072,0.878,0.707,0.481
214,1,1,0.107,1,1,1,1,1,1,1,1,1,0.518,1,1,0.000,1,1,1,1,1,1,0.738,1,0.000,1,1,1,1,0.000,0.000,0.868,0.858,0.706,1,1,1,1,0.000,0.000,0.000,0.914,0.773,0.549
215,1,1,0.107,1,1,1,1,1,1,1,1,1,0.504,1,1,0.000,1,1,1,1,1,1,0.647,1,0.000,1,1,1,1,0.000,0.000,0.954,0.885,0.755,1,1,1,1,0.000,0.000,0.000,0.891,0.770,0.609
216,1,1,0.107,1,1,1,1,1,1,1,1,1,0.595,1,1,0.000,1,1,1,1,1,1,0.742,1,0.000,1,1,1,1,0.000,0.000,0.975,0.876,0.773,1,1,1,1,0.000,0.000,0.000,0.936,0.779,0.640
